know behind ukraine free rich advanced west cant win stupid keep fighting get killed ukraine ukrainerussiawar warinukraine russiaukrainewar russiaisaterroriststate russians russia ukrainewar bachmut, {'neg': 0.267, 'neu': 0.424, 'pos': 0.309, 'compound': 0.1541}, {'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.25, 'Fear': 0.25};
inciting violence crime lock russia bidencrimefamilyexposed durhamreport covfefe defundcia ukraine biden fbicrooks epstein ciagangsters usa impeach gasprices russia inflation expelpelosi expelschifftheliar expelswalwell retiredifi expelfetterman, {'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.8225}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
map china 3 kingdoms period 220ad 265ad throughout history political boundaries redrawn keep redrawn nothing new russiaukrainewar ukrainerussiawar ukraine russia nato europeanunion usa uk europeanwar2023 nuclearwar ww3, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
climate change scam always hunterslaptop impeachbidenow ukraine russia bidencrimefamilyexposed truth durhamreport covfefe defundcia ukraine biden fbicrooks epstein ciagangsters usa guns gasprices russia inflation expelpelosi expelschifftheliar, {'neg': 0.128, 'neu': 0.793, 'pos': 0.079, 'compound': -0.34}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
know hes right russiaukrainewar russia disinformation propaganda telegramgroup, {'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.25}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
moscow junta sending military oppress bilhorod peoples republic purely tiktok look soldiers back taking positions straight wall russia ukraine belgorod, {'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2263}, {'Happy': 0.0, 'Angry': 0.25, 'Surprise': 0.25, 'Sad': 0.25, 'Fear': 0.25};
stephen gardner colonel douglas macgregor ukraine falling apart putin marches west stephengardner coloneldouglasmacgregor ukraine vladimirputin russia thedonbass donbass donbas, {'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.1531}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
russia ukraine belhorod belgorodpeoplesrepublic nuance, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
russia air strikes kyiv, {'neg': 0.455, 'neu': 0.545, 'pos': 0.0, 'compound': -0.3612}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
theres much reputational harm russias leaders fail defend territory / settlements priced ukr ukraine hoping force russia spread finite military forces thinner thereby improving chances successful localized counteroffensive, {'neg': 0.179, 'neu': 0.536, 'pos': 0.286, 'compound': 0.4939}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
kremlins mouthpiece spin anything good news even formation bilhorod peoples republic russia belgorod, {'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
russia troll farm employees, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 1.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.0};
interesting something stirring russia perhaps ? ? perhaps russians chosen accept hopelessness helplessness complacency defining features existence earth putin ukraine freedomofrussia, {'neg': 0.271, 'neu': 0.538, 'pos': 0.19, 'compound': -0.504}, {'Happy': 0.2, 'Angry': 0.0, 'Surprise': 0.2, 'Sad': 0.6, 'Fear': 0.0};
russiaukraine conflict would nato russia used chemical weapons russia ukraine britain america trump, {'neg': 0.321, 'neu': 0.679, 'pos': 0.0, 'compound': -0.6369}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
🪖 📹watch russian armys extra forces border guards deployed belgorod battles underway 3 settlements belgorod russia ukraine grayvoron bilhorod war ukrainerussiawar no2war ukrainerussiawar, {'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.7579}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.5};
donaldtrump put meds water bolgorodpeoplesrepublic russia ukrainewar ukrainerussiawar ukrainefrontlines ukraina, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
turkey warns russia today putin choice russia ukraine britain america trump, {'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.1027}, {'Happy': 0.0, 'Angry': 0.33, 'Surprise': 0.33, 'Sad': 0.0, 'Fear': 0.33};
🪖 📹watch live russians started fleeing belgorod belgorod russia ukraine grayvoron bilhorod war ukrainerussiawar no2war ukrainerussiawar, {'neg': 0.218, 'neu': 0.782, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
prime minister armenia nikol pashinyani expressed readiness recognize nagornokarabakh module azerbaijan armenia armenian azerbaijan foreignpolicy russia world, {'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.25}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.5};
russian soldiers caught camera killing ukrainian civilians bbc news russia ukraine britain america trump, {'neg': 0.253, 'neu': 0.747, 'pos': 0.0, 'compound': -0.6597}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
air force secretary says f16s wont gamechanger ukraine frank kendall acknowledged sending f16s 'seen escalatory act dave decamp f16s ukraine russia nato usaf, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
🪖 📹watch russian partisans time put end kremlins dictatorship belgorod russia ukraine grayvoron bilhorod war ukrainerussiawar no2war ukrainerussiawar, {'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
ukraine conquers first belgorodpeoplesrepublic moscow got wrong putin ! ! ! end russia ! ! ! ukrainewillwin, {'neg': 0.299, 'neu': 0.701, 'pos': 0.0, 'compound': -0.6449}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
🪖 📹watch antirussia militia claims captured russian border town belgorod russia ukraine grayvoron bilhorod war ukrainerussiawar no2war ukrainerussiawar, {'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.33, 'Fear': 0.0};
😆us neocons warmongers sabotaged every attempt talk russia refused accept any🇷🇺request insulted used words peace+deescalation brought war the🌍 turn propeace ppl say see youve done ? ukraine, {'neg': 0.359, 'neu': 0.571, 'pos': 0.071, 'compound': -0.891}, {'Happy': 0.0, 'Angry': 0.25, 'Surprise': 0.25, 'Sad': 0.5, 'Fear': 0.0};
russiaisaterroriststate know sound like broken record russia would find something else like dont know maybe focus russians invading russia 🤨, {'neg': 0.129, 'neu': 0.664, 'pos': 0.207, 'compound': 0.2263}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
freedom russia legion 5 minute history episode 17, {'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
nus drone russian jet 'almost certainly tried dump fuel engine russia ukraine britain america trump, {'neg': 0.134, 'neu': 0.745, 'pos': 0.121, 'compound': -0.0591}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
belgorod liberated terrorist state ruzzia belgorodpeoplerepublic russia, {'neg': 0.439, 'neu': 0.561, 'pos': 0.0, 'compound': -0.6908}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
anonymousinspired blame 4chan null lmao bolgorodpeoplesrepublic russia ukrainewar ukrainerussiawar ukrainefrontlines ukraina, {'neg': 0.157, 'neu': 0.588, 'pos': 0.255, 'compound': 0.3612}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
russia sabotage leningrad fire🔥😎look👇, {'neg': 0.531, 'neu': 0.469, 'pos': 0.0, 'compound': -0.5267}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
putins lethal brain drain might effecting russias military prowess, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
🪖 📹watch mysterious attack belgorod russia live breaking ukraine war news coverage kozinka grayvoron ) ! belgorod russia ukraine grayvoron bilhorod war ukrainerussiawar no2war, {'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.9041}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.67, 'Sad': 0.0, 'Fear': 0.33};
russia russians blowing ammo western ukraine keepfaround🇷🇺findout putin man word russians dont brag 🔥🔥yoazzup☄️ ⚠️braggers never win winners never brag 🇺🇸 never learn maybe theyll believe lying, {'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.8412}, {'Happy': 0.0, 'Angry': 0.5, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.0};
🪖 📹watch 'special operation turns war prigozhin attack russias belgorod region belgorod russia ukraine grayvoron bilhorod war ukrainerussiawar no2war, {'neg': 0.395, 'neu': 0.507, 'pos': 0.098, 'compound': -0.8481}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
russia 🇷🇺 & european countries near edge icy 🧊🛷⛸ flat earth 🌎 circle land covered ice 🌨❄️☃️ called arctic 🇦🇶 & antarctic 🇦🇶 launchingpad nations easily launch nuclearattack ⛴ 🛟⚓️🪝🚀🎆☢️ deceived northpole ➕🎯 📍 covers usa 🇺🇸 including newyork 🗽 caribbean islands 🏝🏖 puertorico 🇵🇷 cuba 🇨🇺 northamerica 🇺🇸 mexico & centralamerica center middle mentioned rounded flatearth 🌎 floating midst ocean sea 🌊 edge arm milkyway galaxy 🪐🌀 existing space continuum✨☄️ fooled north america real north pole extends edge earth icewall 🧊 southern part russia 🇷🇺 ukraine 🇺🇦 alaska canada intercept northern part edge arctic circle 🇦🇶 south america real south pole ➖ extends edge earth 🌎 icewall 🧊 southern part russia 🇷🇺 finland sweden norway iceland greenland canada & australia intercept lower southern part edge arctic circle 🇦🇶 russia 🇷🇺 dont want know earth 🌎 flatcircle sovietunion historical decades centuries landgrab region arctic circle 🇦🇶 antarctic circle 🇦🇶 edge beautiful flatearth circle 🌎 including installing fleets nuclearsubmarines icecap 🧊 nuclearsilos air bases used military strategic advantage 👲 🪖, {'neg': 0.055, 'neu': 0.875, 'pos': 0.07, 'compound': 0.3352}, {'Happy': 0.08, 'Angry': 0.04, 'Surprise': 0.24, 'Sad': 0.48, 'Fear': 0.16};
russia soldiers cowards putin dont obey throw away weapons go home eat hot dinner whole family stay close family lover worried protagonists russia family putin ukraine беларусь belarus, {'neg': 0.15, 'neu': 0.737, 'pos': 0.112, 'compound': -0.0772}, {'Happy': 0.1, 'Angry': 0.2, 'Surprise': 0.3, 'Sad': 0.3, 'Fear': 0.1};
🪖 📹watch live russians started fleeing belgorod en masse traffic jams formed belgorod russia ukraine grayvoron bilhorod war ukrainerussiawar no2war, {'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
🪖 📹video ukraine accused sabotage attack inside russia belgorod russia ukraine grayvoron bilhorod war ukrainerussiawar no2war, {'neg': 0.534, 'neu': 0.466, 'pos': 0.0, 'compound': -0.9118}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
⚪️🔵⚪️ ukraine together partners send convoy trucks belgorod deliver essential aid ukraine russiaislosing russiaiscollapsing russia belgorod belgorodpeoplesrepublic bilhorod, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
😞⬇️ russias latest us sanctions involve crypto ties indicating tension two countries russia ussanctions cryptocurrency sentiment smooth sailing 😞⬇️, {'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.3182}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.67};
awe someone mad ukraine losing russia need learn back history bud ☕️🐸, {'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.7003}, {'Happy': 0.0, 'Angry': 0.25, 'Surprise': 0.25, 'Sad': 0.25, 'Fear': 0.25};
64 weeks war ukraine russia destroyed townsvillages mined landrapedtortured killed women childrensoldiers slovyansk odesa g7 german chancellor scholz delayed delivery necessary weapons months & gtleopard2 right, {'neg': 0.451, 'neu': 0.549, 'pos': 0.0, 'compound': -0.9468}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.5};
john 316 17 russia bakhmut noputin ukrainewillwin zelensky freedom glorytoukraine mariupol stopthewar moscow ukrainian ukrainianarmy nowar russie, {'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6369}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
look russia going destroy russia bolgorodpeoplesrepublic russia ukrainewar ukrainerussiawar ukrainefrontlines ukraina theyve become selfdestructive im actually concerned theyll inadvertently nuclear bomb, {'neg': 0.261, 'neu': 0.739, 'pos': 0.0, 'compound': -0.7717}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
seen video bahkmut entire city smoldering ruin russia reports dead ukrainianarmy soldiers bahkmut ukraine heavy fightingthis ukranian city passed russia russiaukrainecrisis ukraine, {'neg': 0.288, 'neu': 0.712, 'pos': 0.0, 'compound': -0.8442}, {'Happy': 0.0, 'Angry': 0.25, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.25};
air force secretary says f16s wont gamechanger ukraine frank kendall acknowledged sending f16s 'seen escalatory act dave decamp f16s ukraine russia nato usaf, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
hey : ukrainian flagcolored ribbon website okay russia belarus continue bomb civilians rape women unprovoked war ? ! ? also wheres peng shui 🤷🏼‍♀️ better standwithukraine 🇺🇦❤️‍🩹, {'neg': 0.353, 'neu': 0.511, 'pos': 0.136, 'compound': -0.8642}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.5};
oh must think youre really clever one 🙄 keep dreaming let us know discover topsecret alien warheads expert detective house everyone ukraine russia fantasyworld🕵️‍♀️🚀, {'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.5095}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.5};
22but adviser ukrainian presidents office denied involvement saying underground guerrilla group composed russians russia ukraine, {'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.4404}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
12the governor russias belgorod region borders ukraine said ukrainian forces entered state russian forces others responded russia ukraine, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.67};
22 playoffs 😉 russia, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
true intelligence heartfelt peacedriven peace nature enoughisenough democracy ukraine russia sudan capitalism peace1212 politics artificialintelligence stocks climatecrisis earth, {'neg': 0.0, 'neu': 0.52, 'pos': 0.48, 'compound': 0.9169}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.0, 'Fear': 0.75};
ukraine willing mediator russia belgorod peoples republic humanitarian convoys way assist local selfdefense forces resist onslaught kremlin regime bombing 9 years, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
wheels come south africas hollow version nonalignment via good reality check southafricas outdated support russia, {'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.6808}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
join live discussion russia ukraine, {'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.296}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
15 countries including usa show russia singlehandedly dealt massive blow western expansion towards territory 11 given impetus discussion multipolar world power benefits 12 shown countries deal, {'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.3818}, {'Happy': 0.0, 'Angry': 0.33, 'Surprise': 0.33, 'Sad': 0.0, 'Fear': 0.33};
azov sea contributes positively maritime sector 3 crimea joined russia means russia popular well known tourist destination added federation 4 war emboldened many countries air views western domination, {'neg': 0.148, 'neu': 0.61, 'pos': 0.241, 'compound': 0.4939}, {'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.33};
ukrainerussianwar brought gains russia 1 land size russian federation increased due luhansk donetsk kherson zaphorizhia crimea joining conducting referendums 2 russia 100 access black, {'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.5423}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
ukraine starting specialoperation russia, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
russia fights crossborder raid ukraine says russian opposition ukraineconflict russia belgorod vyacheslavgladkov libertyofrussialegion russianvolunteercorps bakhmut, {'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4019}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
wonder cant stay peace familyy keep creating problems theres none youre failure russia one 💙🤍❤️, {'neg': 0.259, 'neu': 0.513, 'pos': 0.229, 'compound': -0.165}, {'Happy': 0.0, 'Angry': 0.25, 'Surprise': 0.25, 'Sad': 0.25, 'Fear': 0.25};
us monitoring wagner groups efforts send weapons mali russia use war ukraine state department says, {'neg': 0.343, 'neu': 0.657, 'pos': 0.0, 'compound': -0.7783}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.25, 'Fear': 0.5};
possible disruptiveevent could mean biden finally told election knows would react finds seriously need hope sanity prevails ww3 russia nuclearwar ukraine, {'neg': 0.072, 'neu': 0.805, 'pos': 0.123, 'compound': 0.296}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.67};
krasnodar occupied kuban russia saturday brave people painted imperial monument lenin clown hung sign killer russian people it🤘 looks better krusty clown simpsons ) 👍 standwihukraine russiaislosing russians nafo, {'neg': 0.124, 'neu': 0.694, 'pos': 0.182, 'compound': 0.25}, {'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.67};
something doesnt feel right right regarding russia nato ukraine senses going little ballistic, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
conflagration breaks plastic warehouse russian voronezh 🔗 russia bbcbreaking wimbledon, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
cant russia give belgorod kursk bryansk peace ? ? ?, {'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.6174}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
ukrainewar russia battles armed group border region, {'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.3818}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
sean penn joins ukrainian war movie war eyes animals seanpenn ukraina russia movie, {'neg': 0.415, 'neu': 0.585, 'pos': 0.0, 'compound': -0.8316}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
bordercrisis migrantcrisis really incoming war boosting selectiveservice numbers ? ! ww3 russia china ukraine taiwanchinawar nuclearwar prophecy militarydraft establishment importing militaryaged men draft battle scary guys cant world chill trending news latest topstories bidenadministration warprep southamerica mexico latinamerica troopnumbers draftnumbers iswarcoming warwithrussia warwithrussia give us peace prosperity freedom joy ; want peace people want peace, {'neg': 0.133, 'neu': 0.546, 'pos': 0.321, 'compound': 0.9198}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.25, 'Fear': 0.75};
